product_id,product_name,category,segment,size,color,price,cogs,gross_profit,margin_rate
557,SaigonFlex UC-22,Streetwear,Everyday,M,silver,10090.44,7554.71,2535.73,0.2513
558,SaigonFlex UC-23,Streetwear,Everyday,L,pink,18269.37,14094.82,4174.55,0.2285
559,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,7658.99,6569.11,1089.88,0.1423
560,SaigonFlex UC-25,Streetwear,Everyday,S,red,8428.27,7354.51,1073.76,0.1274
561,SaigonFlex UC-26,Streetwear,Everyday,M,black,8951.67,7753.94,1197.73,0.1338
562,SaigonFlex UC-27,Streetwear,Everyday,L,orange,11109.75,10554.26,555.49,0.05
563,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,9445.09,8972.84,472.25,0.05
564,SaigonFlex UC-29,Streetwear,Everyday,S,white,11503.8,7876.65,3627.15,0.3153
565,SaigonFlex UC-30,Streetwear,Everyday,M,purple,10752.79,9051.7,1701.09,0.1582
566,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.94,9612.16,2171.78,0.1843
567,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,10134.78,8711.85,1422.93,0.1404
568,SaigonFlex UC-33,Streetwear,Everyday,S,pink,10532.7,7628.83,2903.87,0.2757
569,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.62,11971.54,630.08,0.05
570,SaigonFlex UC-35,Streetwear,Everyday,L,red,6934.76,6364.03,570.73,0.0823
571,SaigonFlex UC-36,Streetwear,Everyday,XL,black,6325.2,6008.94,316.26,0.05
572,SaigonFlex UC-37,Streetwear,Everyday,S,orange,5428.18,5156.77,271.41,0.05
573,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.69,2813.76,929.93,0.2484
574,SaigonFlex UC-39,Streetwear,Everyday,L,white,10912.66,10134.59,778.07,0.0713
575,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.96,10600.06,557.9,0.05
576,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.84,12572.3,6203.54,0.3304
577,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.26,9234.63,3053.63,0.2485
578,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.21,6648.32,2765.89,0.2938
579,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.11,14039.33,1901.78,0.1193
580,SaigonFlex UC-45,Streetwear,Everyday,S,red,9901.55,9406.47,495.08,0.05
581,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.11,2571.24,0.154
582,SaigonFlex UC-47,Streetwear,Everyday,L,orange,4283.7,3193.5,1090.2,0.2545
583,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,6610.57,4418.51,2192.06,0.3316
584,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.31,4666.29,2770.02,0.3725
585,SaigonFlex UC-50,Streetwear,Everyday,M,purple,5044.25,4792.04,252.21,0.05
586,SaigonFlex UC-51,Streetwear,Everyday,L,green,4552.69,4325.05,227.64,0.05
587,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,31.33,19.58,11.75,0.375
588,SaigonFlex UC-53,Streetwear,Everyday,S,pink,7437.17,6317.87,1119.3,0.1505
589,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,10207.29,7250.24,2957.05,0.2897
590,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.33,10125.42,532.91,0.05
591,SaigonFlex UC-56,Streetwear,Everyday,XL,black,11048.62,10496.19,552.43,0.05
592,SaigonFlex UC-57,Streetwear,Everyday,S,orange,11573.64,7346.95,4226.69,0.3652
593,SaigonFlex UC-58,Streetwear,Everyday,M,blue,10942.19,8946.34,1995.85,0.1824
594,SaigonFlex UC-59,Streetwear,Everyday,L,white,42.91,24.5,18.41,0.429
595,SaigonFlex UC-60,Streetwear,Everyday,XL,purple,8975.73,5284.91,3690.82,0.4112
596,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.15,5842.06,3735.09,0.39
597,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.9,38.96,21.94,0.3603
598,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45,7924.28,3565.17,0.3103
599,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.86,10116.41,532.45,0.05
600,SaigonFlex UC-65,Streetwear,Everyday,S,red,9148.35,4647.36,4500.99,0.492
601,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.5,14966.77,787.73,0.05
602,SaigonFlex UC-67,Streetwear,Everyday,L,orange,15756.27,11752.6,4003.67,0.2541
603,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.34,8163.9,2862.44,0.2596
604,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.3,4141.94,1993.36,0.3249
605,SaigonFlex UC-70,Streetwear,Everyday,M,purple,4940.96,3748.21,1192.75,0.2414
606,SaigonFlex UC-71,Streetwear,Everyday,L,green,4042.85,3552.46,490.39,0.1213
607,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.47,3731.57,0.3271
608,SaigonFlex UC-73,Streetwear,Everyday,S,pink,11699.1,11114.14,584.96,0.05
609,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.57,8987.7,1438.87,0.138
610,SaigonFlex UC-75,Streetwear,Everyday,L,red,11122.51,9587.6,1534.91,0.138
611,SaigonFlex UC-76,Streetwear,Everyday,XL,black,17959.96,12395.96,5564.0,0.3098
612,SaigonFlex UC-77,Streetwear,Everyday,S,orange,11727.45,7625.19,4102.26,0.3498
613,SaigonFlex UC-78,Streetwear,Everyday,M,blue,30.15,17.2,12.95,0.4295
614,SaigonFlex UC-79,Streetwear,Everyday,L,white,8263.49,6609.14,1654.35,0.2002
615,SaigonFlex UC-80,Streetwear,Everyday,XL,purple,8328.97,4873.28,3455.69,0.4149
616,SaigonFlex UC-81,Streetwear,Everyday,S,green,8545.56,7898.66,646.9,0.0757
617,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.26,6680.55,3470.71,0.3419
618,SaigonFlex UC-83,Streetwear,Everyday,L,pink,14262.41,13549.29,713.12,0.05
619,SaigonFlex UC-84,Streetwear,Everyday,XL,yellow,11336.85,6509.62,4827.23,0.4258
620,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15,17.16,12.99,0.4308
621,SaigonFlex UC-86,Streetwear,Everyday,M,black,62.28,34.48,27.8,0.4464
622,SaigonFlex UC-87,Streetwear,Everyday,L,orange,9946.84,7374.59,2572.25,0.2586
623,SaigonFlex UC-88,Streetwear,Everyday,XL,blue,17011.96,9844.82,7167.14,0.4213
624,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01,26.88,18.13,0.4028
625,SaigonFlex UC-90,Streetwear,Everyday,M,purple,16075.5,8733.82,7341.68,0.4567
626,SaigonFlex UC-91,Streetwear,Everyday,L,green,17013.9,16163.2,850.7,0.05
627,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.99,3297.56,0.2996
628,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76,2237.64,0.1943
629,SaigonFlex UC-94,Streetwear,Everyday,M,yellow,9968.7,9470.26,498.44,0.05
630,SaigonFlex UC-95,Streetwear,Everyday,L,red,6176.85,3866.09,2310.76,0.3741
631,SaigonFlex UC-96,Streetwear,Everyday,XL,black,4677.02,4443.17,233.85,0.05
632,SaigonFlex UC-97,Streetwear,Everyday,S,orange,4844.7,2618.08,2226.62,0.4596
633,SaigonFlex UC-98,Streetwear,Everyday,M,blue,6803.8,3769.31,3034.49,0.446
634,SaigonFlex UC-99,Streetwear,Everyday,L,white,10788.27,6005.83,4782.44,0.4433
635,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.22,9205.43,1539.79,0.1433
636,SaigonFlex UC-01,Streetwear,Everyday,S,green,10892.0,9183.04,1708.96,0.1569
637,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.36,8362.37,2575.99,0.2355
638,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.18,605.27,0.05
639,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.43,10057.11,529.32,0.05
640,SaigonFlex UC-05,Streetwear,Everyday,S,red,9757.34,9269.48,487.86,0.05
641,SaigonFlex UC-06,Streetwear,Everyday,M,black,9957.78,8252.01,1705.77,0.1713
642,SaigonFlex UC-07,Streetwear,Everyday,L,orange,10862.12,7602.4,3259.72,0.3001
643,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,13917.75,9639.43,4278.32,0.3074
644,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.75,8623.04,1984.71,0.1871
645,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.1,8502.59,447.51,0.05
646,SaigonFlex UC-11,Streetwear,Everyday,L,green,11258.1,8881.52,2376.58,0.2111
647,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,11033.91,6038.86,4995.05,0.4527
648,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.82,10032.78,528.04,0.05
649,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.34,9580.13,504.21,0.05
650,SaigonFlex UC-15,Streetwear,Everyday,L,red,6110.11,5804.6,305.51,0.05
651,SaigonFlex UC-16,Streetwear,Everyday,XL,black,9885.47,5627.8,4257.67,0.4307
652,SaigonFlex UC-17,Streetwear,Everyday,S,orange,9960.63,9462.6,498.03,0.05
653,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.53,10055.31,529.22,0.05
654,SaigonFlex UC-19,Streetwear,Everyday,L,white,12297.94,11683.04,614.9,0.05
655,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.94,7837.24,3999.7,0.3379
656,SaigonFlex UC-21,Streetwear,Everyday,S,green,10963.75,8877.35,2086.4,0.1903
657,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21,10469.2,551.01,0.05
658,SaigonFlex UC-23,Streetwear,Everyday,L,pink,11169.79,8112.62,3057.17,0.2737
659,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,18102.51,10184.47,7918.04,0.4374
660,SaigonFlex UC-25,Streetwear,Everyday,S,red,8500.35,5856.74,2643.61,0.311
661,SaigonFlex UC-26,Streetwear,Everyday,M,black,27.45,16.65,10.8,0.3934
662,SaigonFlex UC-27,Streetwear,Everyday,L,orange,10139.14,5848.26,4290.88,0.4232
663,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,8397.9,7978.0,419.9,0.05
664,SaigonFlex UC-29,Streetwear,Everyday,S,white,41.14,22.9,18.24,0.4434
665,SaigonFlex UC-30,Streetwear,Everyday,M,purple,27.51,17.27,10.24,0.3722
666,SaigonFlex UC-31,Streetwear,Everyday,L,green,9766.92,7154.27,2612.65,0.2675
667,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,9799.4,9309.43,489.97,0.05
668,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.15,4085.52,0.2428
669,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.92,2508.93,0.1532
670,SaigonFlex UC-35,Streetwear,Everyday,L,red,10899.89,10354.89,545.0,0.05
671,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.63,7866.46,3328.17,0.2973
672,SaigonFlex UC-37,Streetwear,Everyday,S,orange,11024.43,10473.21,551.22,0.05
673,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.49,16.36,11.13,0.4049
674,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.58,6274.27,2145.31,0.2548
675,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,7873.65,5241.49,2632.16,0.3343
676,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.04,9195.7,695.34,0.0703
677,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.48,21.98,14.5,0.3975
678,SaigonFlex UC-43,Streetwear,Everyday,L,pink,15.4,9.15,6.25,0.4058
679,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,16.61,9.8,6.81,0.41
680,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.45,16.03,10.42,0.394
681,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.55,8272.45,635.1,0.0713
682,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.83,11059.74,582.09,0.05
683,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.88,6262.63,4215.25,0.4023
684,SaigonFlex UC-49,Streetwear,Everyday,S,white,10989.14,10439.68,549.46,0.05
685,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.73,8328.66,1801.07,0.1778
686,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.4,5513.76,4120.64,0.4277
687,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,5610.65,4180.5,1430.15,0.2549
688,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.9,5116.25,1578.65,0.2358
689,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,4162.63,3842.94,319.69,0.0768
690,SaigonFlex UC-55,Streetwear,Everyday,L,red,4598.82,3100.06,1498.76,0.3259
691,SaigonFlex UC-56,Streetwear,Everyday,XL,black,4663.55,4430.37,233.18,0.05
692,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.19,1032.18,0.3414
693,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.08,12.49,9.59,0.4343
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,9513.0,6181.55,3331.45,0.3502
190,DragonWear UC-02,Streetwear,Everyday,L,red,9443.7,7547.41,1896.29,0.2008
191,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.74,483.26,0.0508
192,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55,21.34,16.21,0.4317
193,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57,1943.13,0.2114
194,DragonWear UC-06,Streetwear,Everyday,L,white,23.03,14.65,8.38,0.3639
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,9191.7,5645.54,3546.16,0.3858
196,DragonWear UC-08,Streetwear,Everyday,S,green,10073.7,7970.31,2103.39,0.2088
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,11966.85,11368.51,598.34,0.05
388,LotusWear UC-02,Streetwear,Everyday,S,pink,12720.34,12084.33,636.01,0.05
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,11063.06,10102.78,960.28,0.0868
390,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.14,4229.71,0.2534
391,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.22,4707.63,0.3833
938,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82,12.13,6.69,0.3555
939,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.11,4269.4,224.71,0.05
940,HanoiStreet UC-03,Streetwear,Everyday,S,red,8270.44,7856.92,413.52,0.05
941,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14,1678.23,0.148
942,HanoiStreet UC-05,Streetwear,Everyday,L,orange,7413.81,6891.88,521.93,0.0704
943,HanoiStreet UC-06,Streetwear,Everyday,XL,blue,8063.37,7660.2,403.17,0.05
944,HanoiStreet UC-07,Streetwear,Everyday,S,white,8971.2,4491.88,4479.32,0.4993
945,HanoiStreet UC-08,Streetwear,Everyday,M,purple,8241.39,7829.32,412.07,0.05
946,HanoiStreet UC-09,Streetwear,Everyday,L,green,8360.99,4980.64,3380.35,0.4043
947,HanoiStreet UC-10,Streetwear,Everyday,XL,silver,8472.12,7214.86,1257.26,0.1484
948,HanoiStreet UC-11,Streetwear,Everyday,S,pink,9063.35,5344.66,3718.69,0.4103
949,HanoiStreet UC-12,Streetwear,Everyday,M,yellow,15434.37,14662.65,771.72,0.05
950,HanoiStreet UC-13,Streetwear,Everyday,L,red,17009.37,10601.94,6407.43,0.3767
951,HanoiStreet UC-14,Streetwear,Everyday,XL,black,59.52,34.96,24.56,0.4126
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.45,3155.37,166.08,0.05
953,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.26,17.46,12.8,0.423
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.94,7430.9,895.04,0.1075
955,HanoiStreet UC-18,Streetwear,Everyday,XL,purple,9605.66,6085.19,3520.47,0.3665
956,HanoiStreet UC-19,Streetwear,Everyday,S,green,9913.23,9417.57,495.66,0.05
957,HanoiStreet UC-20,Streetwear,Everyday,M,silver,9761.42,6531.36,3230.06,0.3309
958,HanoiStreet UC-21,Streetwear,Everyday,L,pink,8992.78,5238.3,3754.48,0.4175
959,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.12,6593.16,3682.96,0.3584
960,HanoiStreet UC-23,Streetwear,Everyday,S,red,34.02,20.9,13.12,0.3857
961,HanoiStreet UC-24,Streetwear,Everyday,M,black,18.73,11.07,7.66,0.409
962,HanoiStreet UC-25,Streetwear,Everyday,L,orange,5887.01,5592.66,294.35,0.05
963,HanoiStreet UC-26,Streetwear,Everyday,XL,blue,5122.76,2717.11,2405.65,0.4696
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.51,2223.98,1682.53,0.4307
965,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.66,3816.46,2223.2,0.3681
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.24,3333.34,2524.9,0.431
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.48,6491.64,1669.84,0.2046
968,HanoiStreet UC-31,Streetwear,Everyday,S,pink,8354.88,7937.13,417.75,0.05
969,HanoiStreet UC-32,Streetwear,Everyday,M,yellow,5039.37,3478.68,1560.69,0.3097
970,HanoiStreet UC-33,Streetwear,Everyday,L,red,26.64,14.72,11.92,0.4474
971,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.65,771.72,0.05
972,HanoiStreet UC-35,Streetwear,Everyday,S,orange,8000.37,5880.27,2120.1,0.265
973,HanoiStreet UC-36,Streetwear,Everyday,M,blue,7486.73,4697.92,2788.81,0.3725
974,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.27,6372.66,1778.61,0.2182
975,HanoiStreet UC-38,Streetwear,Everyday,XL,purple,8846.74,8404.4,442.34,0.05
976,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.16,3764.05,198.11,0.05
977,HanoiStreet UC-40,Streetwear,Everyday,M,silver,5978.2,4912.88,1065.32,0.1782
978,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.73,7198.3,2264.43,0.2393
979,HanoiStreet UC-42,Streetwear,Everyday,XL,yellow,4727.33,4490.97,236.36,0.05
980,HanoiStreet UC-43,Streetwear,Everyday,S,red,4989.87,4740.38,249.49,0.05
981,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.93,1931.28,101.65,0.05
982,HanoiStreet UC-45,Streetwear,Everyday,L,orange,17194.15,15180.71,2013.44,0.1171
983,HanoiStreet UC-46,Streetwear,Everyday,XL,blue,5354.37,5086.65,267.72,0.05
984,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.62,19.58,15.04,0.4344
985,HanoiStreet UC-48,Streetwear,Everyday,M,purple,9262.5,5465.8,3796.7,0.4099
986,HanoiStreet UC-49,Streetwear,Everyday,L,green,4409.37,2725.43,1683.94,0.3819
987,HanoiStreet UC-50,Streetwear,Everyday,XL,silver,20.9,12.99,7.91,0.3785
988,HanoiStreet UC-51,Streetwear,Everyday,S,pink,38.49,23.7,14.79,0.3843
989,HanoiStreet UC-52,Streetwear,Everyday,M,yellow,5262.47,2638.6,2623.87,0.4986
990,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.09,3895.09,1508.0,0.2791
991,HanoiStreet UC-54,Streetwear,Everyday,XL,black,26.04,14.39,11.65,0.4474
992,HanoiStreet UC-55,Streetwear,Everyday,S,orange,3453.46,2504.79,948.67,0.2747
993,HanoiStreet UC-56,Streetwear,Everyday,M,blue,4262.35,3732.12,530.23,0.1244
994,HanoiStreet UC-57,Streetwear,Everyday,L,white,5821.2,3037.5,2783.7,0.4782
995,HanoiStreet UC-58,Streetwear,Everyday,XL,purple,7071.59,6718.01,353.58,0.05
996,HanoiStreet UC-59,Streetwear,Everyday,S,green,8557.11,6923.55,1633.56,0.1909
997,HanoiStreet UC-60,Streetwear,Everyday,M,silver,9456.75,7530.41,1926.34,0.2037
998,HanoiStreet UC-61,Streetwear,Everyday,L,pink,8613.57,5197.43,3416.14,0.3966
999,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.03,5388.93,3856.1,0.4171
1029,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.51,724.34,0.05
1030,MekongStyle UC-02,Streetwear,Everyday,L,red,29.47,16.86,12.61,0.4279
1031,MekongStyle UC-03,Streetwear,Everyday,XL,black,12596.85,11885.13,711.72,0.0565
1032,MekongStyle UC-04,Streetwear,Everyday,S,orange,26.03,14.92,11.11,0.4268
1033,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.39,8029.44,4106.95,0.3384
1034,MekongStyle UC-06,Streetwear,Everyday,L,white,10885.35,10341.08,544.27,0.05
1035,MekongStyle UC-07,Streetwear,Everyday,XL,purple,14486.85,12723.8,1763.05,0.1217
1036,MekongStyle UC-08,Streetwear,Everyday,S,green,69.47,42.88,26.59,0.3828
1037,MekongStyle UC-09,Streetwear,Everyday,M,silver,17006.85,13571.47,3435.38,0.202
1038,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.94,18.18,14.76,0.4481
1039,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.69,12.16,9.53,0.4394
1040,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.98,9943.1,3381.88,0.2538
1041,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96,6095.84,5859.12,0.4901
1042,MekongStyle UC-14,Streetwear,Everyday,L,orange,14486.85,11301.19,3185.66,0.2199
1199,MekongFit UC-01,Streetwear,Everyday,XL,yellow,1637.37,1262.25,375.12,0.2291
1200,MekongFit UC-02,Streetwear,Everyday,S,red,1243.94,895.26,348.68,0.2803
1201,MekongFit UC-03,Streetwear,Everyday,M,black,6929.37,6443.62,485.75,0.0701
1202,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.1,6218.08,1035.02,0.1427
1203,MekongFit UC-05,Streetwear,Everyday,XL,blue,3885.7,3634.69,251.01,0.0646
1204,MekongFit UC-06,Streetwear,Everyday,S,white,4808.37,4567.95,240.42,0.05
1205,MekongFit UC-07,Streetwear,Everyday,M,purple,4409.37,3289.39,1119.98,0.254
1206,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.08,824.29,0.1349
1207,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.85,7907.66,416.19,0.05
1208,MekongFit UC-10,Streetwear,Everyday,S,pink,46.02,28.99,17.03,0.3701
1209,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.32,11.54,8.78,0.4321
1210,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.63,352.24,0.05
1211,MekongFit UC-13,Streetwear,Everyday,XL,black,8670.87,8237.33,433.54,0.05
1212,MekongFit UC-14,Streetwear,Everyday,S,orange,4947.39,3803.06,1144.33,0.2313
1213,MekongFit UC-15,Streetwear,Everyday,M,blue,6198.43,4649.45,1548.98,0.2499
1214,MekongFit UC-16,Streetwear,Everyday,L,white,8189.37,4614.71,3574.66,0.4365
1215,MekongFit UC-17,Streetwear,Everyday,XL,purple,4138.55,2641.64,1496.91,0.3617
1216,MekongFit UC-18,Streetwear,Everyday,S,green,36.0,22.15,13.85,0.3847
1217,MekongFit UC-19,Streetwear,Everyday,M,silver,7001.43,5863.69,1137.74,0.1625
1218,MekongFit UC-20,Streetwear,Everyday,L,pink,15.12,8.68,6.44,0.4259
1219,MekongFit UC-21,Streetwear,Everyday,XL,yellow,19.47,10.9,8.57,0.4402
1220,MekongFit UC-22,Streetwear,Everyday,S,red,7693.69,5870.29,1823.4,0.237
1221,MekongFit UC-23,Streetwear,Everyday,M,black,9335.13,8663.0,672.13,0.072
1222,MekongFit UC-24,Streetwear,Everyday,L,orange,35.83,20.58,15.25,0.4256
1223,MekongFit UC-25,Streetwear,Everyday,XL,blue,4751.0,4513.45,237.55,0.05
1224,MekongFit UC-26,Streetwear,Everyday,S,white,44.5,27.69,16.81,0.3778
1225,MekongFit UC-27,Streetwear,Everyday,M,purple,2511.5,2353.77,157.73,0.0628
1226,MekongFit UC-28,Streetwear,Everyday,L,green,6689.1,5573.36,1115.74,0.1668
1227,MekongFit UC-29,Streetwear,Everyday,XL,silver,3804.0,3196.5,607.5,0.1597
1228,MekongFit UC-30,Streetwear,Everyday,S,pink,1644.43,1030.24,614.19,0.3735
1229,MekongFit UC-31,Streetwear,Everyday,M,yellow,3180.58,2331.05,849.53,0.2671
1230,MekongFit UC-32,Streetwear,Everyday,L,red,5786.6,3670.44,2116.16,0.3657
1231,MekongFit UC-33,Streetwear,Everyday,XL,black,9063.75,7768.54,1295.21,0.1429
1232,MekongFit UC-34,Streetwear,Everyday,S,orange,4566.73,4338.39,228.34,0.05
1689,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.27,1353.1,0.4996
1795,SaigonCore UC-01,Streetwear,Everyday,XL,purple,6835.12,5533.71,1301.41,0.1904
1796,SaigonCore UC-02,Streetwear,Everyday,S,green,9002.7,7059.02,1943.68,0.2159
1797,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.86,3744.54,1952.32,0.3427
1798,SaigonCore UC-04,Streetwear,Everyday,L,pink,8498.7,5991.58,2507.12,0.295
